1.3125 1.12754548 0.22715712 0.00000000
1.3375 1.70815778 0.28937593 0.00000000
1.3625 3.55456710 0.45179868 0.00000000
1.3875 5.24321699 0.53655428 0.00000000
1.4125 7.41846657 0.68917316 0.00000000
1.4375 9.87326145 0.89054382 0.00000000
1.4625 11.58933926 0.97690403 0.00000000
1.4875 13.26798439 1.15095401 0.00000000
1.5125 13.82317066 1.16683686 0.00000000
1.5375 13.67117977 1.15938485 0.00000000
1.5625 12.49276066 1.08364224 0.00000000
1.5875 11.57156944 1.11244655 0.00000000
1.6125 12.62510872 1.08806384 0.00000000
1.6375 12.88726521 1.10676956 0.00000000
1.6625 13.93608475 1.31588042 0.00000000
1.6875 15.08112907 1.30374992 0.00000000
1.7125 15.85424519 1.38900709 0.00000000
