1.3125 1.12754548 0.21207966 0.00000000
1.3375 1.70815778 0.25970458 0.00000000
1.3625 3.55456710 0.37138558 0.00000000
1.3875 5.24321699 0.37753181 0.00000000
1.4125 7.41846657 0.43474255 0.00000000
1.4375 9.87326145 0.54499903 0.00000000
1.4625 11.58933926 0.52036378 0.00000000
1.4875 13.26798439 0.65628762 0.00000000
1.5125 13.82317066 0.63050249 0.00000000
1.5375 13.67117977 0.61652557 0.00000000
1.5625 12.49276066 0.56986122 0.00000000
1.5875 11.57156944 0.67093257 0.00000000
1.6125 12.62510872 0.59762374 0.00000000
1.6375 12.88726521 0.60304085 0.00000000
1.6625 13.93608475 0.69774099 0.00000000
1.6875 15.08112907 0.73176753 0.00000000
1.7125 15.85424519 0.77499789 0.00000000
