1.3125 0.77078730 0.20907789 0.00000000
1.3375 1.71659267 0.28341421 0.00000000
1.3625 3.15795088 0.41627109 0.00000000
1.3875 4.46377993 0.59666836 0.00000000
1.4125 7.17466784 0.68904477 0.00000000
1.4375 8.45848846 0.77626675 0.00000000
1.4625 9.52628803 0.87994945 0.00000000
1.4875 11.03613758 1.02854848 0.00000000
1.5125 11.37561226 1.05429959 0.00000000
1.5375 11.90684891 1.10731399 0.00000000
1.5625 10.98929882 1.00533307 0.00000000
1.5875 10.66959190 0.98215675 0.00000000
1.6125 11.33172321 1.02317202 0.00000000
1.6375 11.11237335 1.10784411 0.00000000
1.6625 12.05051231 1.06759071 0.00000000
