1.3125 1.37971890 0.27789852 0.00000000
1.3375 2.78157640 0.43185070 0.00000000
1.3625 5.37136650 0.58582622 0.00000000
1.3875 8.58107090 0.82253444 0.00000000
1.4125 10.96183014 0.96605879 0.00000000
1.4375 15.14108849 1.27745605 0.00000000
1.4625 16.22112656 1.34045804 0.00000000
1.4875 18.54220009 1.54387426 0.00000000
1.5125 16.68574142 1.35930157 0.00000000
1.5375 17.02810860 1.39408982 0.00000000
1.5625 17.39149094 1.45851052 0.00000000
1.5875 16.47255325 1.36252809 0.00000000
1.6125 16.59531212 1.39672351 0.00000000
1.6375 17.12765121 1.40842628 0.00000000
1.6625 17.93329239 1.49871778 0.00000000
1.6875 19.17850685 1.62449443 0.00000000
1.7125 18.16093636 1.52893102 0.00000000
1.7375 16.69556427 1.36276162 0.00000000
1.7625 14.02655125 1.19450605 0.00000000
1.7875 13.42291451 1.10365546 0.00000000
