1.3125 1.37971890 0.25605107 0.00000000
1.3375 2.78157640 0.36950276 0.00000000
1.3625 5.37136650 0.43835316 0.00000000
1.3875 8.58107090 0.53881857 0.00000000
1.4125 10.96183014 0.54852405 0.00000000
1.4375 15.14108849 0.69036410 0.00000000
1.4625 16.22112656 0.61876811 0.00000000
1.4875 18.54220009 0.76920158 0.00000000
1.5125 16.68574142 0.66256325 0.00000000
1.5375 17.02810860 0.69546876 0.00000000
1.5625 17.39149094 0.69496686 0.00000000
1.5875 16.47255325 0.66814546 0.00000000
1.6125 16.59531212 0.65557389 0.00000000
1.6375 17.12765121 0.67586607 0.00000000
1.6625 17.93329239 0.70336072 0.00000000
1.6875 19.17850685 0.86382607 0.00000000
1.7125 18.16093636 0.77086716 0.00000000
1.7375 16.69556427 0.65959251 0.00000000
1.7625 14.02655125 0.60010529 0.00000000
1.7875 13.42291451 0.54621732 0.00000000
