1.3125 1.30469489 0.19816766 0.00000000
1.3375 2.36143422 0.30284321 0.00000000
1.3625 5.12095356 0.41347023 0.00000000
1.3875 7.93714476 0.50978675 0.00000000
1.4125 10.88816452 0.57014692 0.00000000
1.4375 12.63367462 0.55158861 0.00000000
1.4625 15.10072231 0.57745151 0.00000000
1.4875 16.81368637 0.71970658 0.00000000
1.5125 15.71257401 0.70584790 0.00000000
1.5375 16.08034706 0.67409860 0.00000000
1.5625 15.44323540 0.66782888 0.00000000
1.5875 14.21792507 0.69090323 0.00000000
1.6125 14.37140369 0.57153082 0.00000000
1.6375 14.75422096 0.63285597 0.00000000
1.6625 15.73948097 0.59879154 0.00000000
1.6875 17.58523178 0.69832813 0.00000000
1.7125 18.62725067 0.78607246 0.00000000
1.7375 16.37364197 0.67754737 0.00000000
1.7625 14.44610023 0.60243017 0.00000000
